KEY,data_project_code,data_supp_hard_WM_community_pond,data_supp_hard_WM_rainwater,data_supp_hard_WM_dam,data_supp_hard_WM_watershed,data_supp_soft_WM_tech,data_supp_soft_WM_other,data_hard_infra_supp_CE_street,data_hard_infra_supp_CE_homesolar,data_hard_infra_supp_CE_bio_mass,data_hard_infra_supp_CE_community_biogas,data_hard_infra_supp_CE_houshold_biogas,data_hard_infra_supp_plantation_farmland,data_hard_infra_supp_plantation_forest,data_hard_infra_supp_plantation_community_lan,supp_hard_WM_community_pond_priority,supp_hard_WM_rainwater_priority,supp_hard_WM_dam_priority,supp_hard_WM_watershed_priority,supp_soft_WM_tech_priority,supp_soft_WM_other_priority,hard_infra_supp_CE_street_priority,hard_infra_supp_CE_homesolar_priority,hard_infra_supp_CE_bio_mass_priority,hard_infra_supp_CE_community_biogas_priority,hard_infra_supp_CE_houshold_biogas_priority,hard_infra_supp_plantation_farmland_priority,hard_infra_supp_plantation_forest_priority,hard_infra_supp_plantation_community_land_priority,supp_hard_WM_community_pond_sufficency,supp_hard_WM_rainwater_sufficency,supp_hard_WM_dam_sufficency,supp_hard_WM_watershed_sufficency,supp_soft_WM_tech_sufficency,supp_soft_WM_other_sufficency,hard_infra_supp_CE_street_sufficency,hard_infra_supp_CE_homesolar_sufficency,hard_infra_supp_CE_bio_mass_sufficency,hard_infra_supp_CE_community_biogas_sufficency,hard_infra_supp_CE_houshold_biogas_sufficency,hard_infra_supp_plantation_farmland_sufficency,hard_infra_supp_plantation_forest_sufficency,hard_infra_supp_plantation_community_land_sufficency,data_supp_hard_WM_community_pond_score_type_1,data_supp_hard_WM_rainwater_score_type_1,data_supp_hard_WM_dam_score_type_1,data_supp_hard_WM_watershed_score_type_1,data_supp_soft_WM_tech_score_type_1,data_supp_soft_WM_other_score_type_1,data_hard_infra_supp_CE_street_score_type_1,data_hard_infra_supp_CE_homesolar_score_type_1,data_hard_infra_supp_CE_bio_mass_score_type_1,data_hard_infra_supp_CE_community_biogas_score_type_1,data_hard_infra_supp_CE_houshold_biogas_score_type_1,data_hard_infra_supp_plantation_farmland_score_type_1,data_hard_infra_supp_plantation_forest_score_type_1,data_hard_infra_supp_plantation_community_lan_score_type_1,supp_hard_WM_community_pond_efficiency,supp_hard_WM_rainwater_efficiency,supp_hard_WM_dam_efficiency,supp_hard_WM_watershed_efficiency,supp_soft_WM_tech_efficiency,supp_soft_WM_other_efficiency,hard_infra_supp_CE_street_efficiency,hard_infra_supp_CE_homesolar_efficiency,hard_infra_supp_CE_bio_mass_efficiency,hard_infra_supp_CE_community_biogas_efficiency,hard_infra_supp_CE_houshold_biogas_efficiency,hard_infra_supp_plantation_farmland_efficiency,hard_infra_supp_plantation_forest_efficiency,hard_infra_supp_plantation_community_land_efficiency,supp_hard_WM_community_pond_quality,supp_hard_WM_rainwater_quality,supp_hard_WM_dam_quality,supp_hard_WM_watershed_quality,supp_soft_WM_tech_quality,supp_soft_WM_other_quality,hard_infra_supp_CE_street_quality,hard_infra_supp_CE_homesolar_quality,hard_infra_supp_CE_bio_mass_quality,hard_infra_supp_CE_community_biogas_quality,hard_infra_supp_CE_houshold_biogas_quality,hard_infra_supp_plantation_farmland_quality,hard_infra_supp_plantation_forest_quality,hard_infra_supp_plantation_community_land_quality,data_supp_hard_WM_community_pond_score_type_2,data_supp_hard_WM_rainwater_score_type_2,data_supp_hard_WM_dam_score_type_2,data_supp_hard_WM_watershed_score_type_2,data_supp_soft_WM_tech_score_type_2,data_supp_soft_WM_other_score_type_2,data_hard_infra_supp_CE_street_score_type_2,data_hard_infra_supp_CE_homesolar_score_type_2,data_hard_infra_supp_CE_bio_mass_score_type_2,data_hard_infra_supp_CE_community_biogas_score_type_2,data_hard_infra_supp_CE_houshold_biogas_score_type_2,data_hard_infra_supp_plantation_farmland_score_type_2,data_hard_infra_supp_plantation_forest_score_type_2,data_hard_infra_supp_plantation_community_lan_score_type_2,supp_hard_WM_community_pond_sustainbility,supp_hard_WM_rainwater_sustainbility,supp_hard_WM_dam_sustainbility,supp_hard_WM_watershed_sustainbility,supp_soft_WM_tech_sustainbility,supp_soft_WM_other_sustainbility,hard_infra_supp_CE_street_sustainbility,hard_infra_supp_CE_homesolar_sustainbility,hard_infra_supp_CE_bio_mass_sustainbility,hard_infra_supp_CE_community_biogas_sustainbility,hard_infra_supp_CE_houshold_biogas_sustainbility,hard_infra_supp_plantation_farmland_sustainbility,hard_infra_supp_plantation_forest_sustainbility,hard_infra_supp_plantation_community_land_sustainbility,supp_hard_WM_community_pond_current_status,supp_hard_WM_rainwater_current_status,supp_hard_WM_dam_current_status,supp_hard_WM_watershed_current_status,supp_soft_WM_tech_current_status,supp_soft_WM_other_current_status,hard_infra_supp_CE_street_current_status,hard_infra_supp_CE_homesolar_current_status,hard_infra_supp_CE_bio_mass_current_status,hard_infra_supp_CE_community_biogas_current_status,hard_infra_supp_CE_houshold_biogas_current_status,hard_infra_supp_plantation_farmland_current_status,hard_infra_supp_plantation_forest_current_status,hard_infra_supp_plantation_community_land_current_status
uuid:74123bfb-27a2-4c9a-916c-e8748934cbff,P0762,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,
uuid:74148936-ac15-441b-9535-a5455a37dc32,P0762,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,4,,,,,,,
uuid:7419dea4-0814-4c06-b2aa-f76c4a89db4a,P0434,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,
uuid:751c8ab1-0734-4778-b45c-afa68693ad5d,P0762,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,
uuid:7562e161-5d8f-4071-b2fd-7c89a65fb180,P0762,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,
uuid:758f993a-b888-4e14-9952-3a4a5dae87c3,P0762,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,
uuid:75ceb373-1809-47e5-94ef-540b308d59e0,P0434,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,
uuid:772424f3-b616-4059-95db-2a2835d1afde,P0762,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,
uuid:777ff15a-ce7b-46af-8b19-bb89ee9f1c49,P0762,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,
uuid:77c5471e-05a1-4aef-a9dc-068b09f07875,P0409,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,4,,,,,,,
uuid:7843c20a-3828-4cc3-8916-b8008591ed1c,P0411,,,,,,,1,1,,,,,,,,,,,,,4,5,,,,,,,,,,,,,4,4,,,,,,,,,,,,,1,1,,,,,,,,,,,,,4,4,,,,,,,,,,,,,4,4,,,,,,,,,,,,,1,1,,,,,,,,,,,,,4,4,,,,,,,,,,,,,4,4,,,,,,
uuid:784d3c5e-5d52-4959-8ec5-6f1c6fe03aa8,P0325,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,
uuid:785e0cab-7d7a-4b95-9d71-66b7f88156eb,P0434,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,
uuid:78f619c3-5012-4f94-b8b7-798f1cc7c1da,P0434,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,
uuid:78fc65f5-1197-428e-b696-0f60568b647d,P0762,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,
uuid:793aca45-9399-49c6-8725-612590c5bc76,P0351,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,
uuid:794f767c-8620-4c95-9f7c-6f0f1c3b653a,P0434,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,
uuid:7a18b260-d1bd-4b06-af88-5bb702e7859e,P0412,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,,
uuid:7ad2021c-c090-4796-9521-33443e72c7cd,P0434,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,
uuid:7b34dcc7-f9b9-4dff-9841-b3f0b2e2b870,P0434,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,4,,,,,
uuid:774bca76-8195-46c5-887d-bf5e26995004,P0318,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,
uuid:7753090b-1b5e-4be6-91c2-0ff24c90f359,P0351,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,
uuid:7772ca5d-2117-4840-9dc0-e02433c40828,P0762,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,5,,,,,,,
uuid:78a09774-98ea-40a5-babf-d6057226ed6f,P0434,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,
uuid:78a5f437-628d-423b-8794-ea1da6a89552,P0762,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,
uuid:78b3b5f2-2b69-4f60-94e8-ea202fdf0c40,P0409,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,
uuid:78f0bfa0-cac2-4ba5-8762-69e75744896a,P0762,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,
uuid:795d7fb8-9e87-4ce9-8f1b-124471707496,P0318,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,
uuid:79694924-70d2-4d06-89a3-77d297c65a88,P0434,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,4,,,,,
uuid:796e373d-11bd-4ee3-844f-0c0eea145186,P0434,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,5,,,,,
uuid:7a043498-16f7-42d3-82de-3d47ce899195,P0762,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,
uuid:7c2c7189-f1ea-4f79-8bfa-5f403653c311,P0434,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,
uuid:7b8dcf03-15db-49f1-98de-57fc5ca19283,P0318,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,
uuid:7d837c9a-be6b-46ec-a099-aca9222b3999,P0434,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,4,,,,,
uuid:7d99444a-5ddd-45dc-a782-67bd2ce4c619,P0434,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,
uuid:7dd22d01-9a72-4328-a345-5db7b9308e69,P0762,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,
uuid:7e0d235f-3379-4adc-8e5e-9393c7b479bb,P0434,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,4,,
uuid:7f2c738b-a887-49fc-9901-0a539e2f11d3,P0762,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,
uuid:7fa45d16-f282-40eb-b84d-f3f9ec7daef2,P0762,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,
uuid:7fb86deb-a2aa-492f-b0c0-34bcd7a99de6,P0762,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,
uuid:7fdd3652-5b3b-4bba-8d91-c41734d75349,P0434,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,
uuid:811eafcd-3956-4e36-a84f-17a28f4a3e0a,P0762,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,
uuid:81302604-cc51-47bb-a2ba-2634b30309c2,P0434,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,
uuid:8137a151-f343-409f-884f-fce360759b50,P0434,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,
uuid:7c464bb6-0d2a-4fb8-bea2-1f95ea551510,P0318,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,
uuid:7c6dc429-dd92-4e90-9613-9fc5031090a9,P0762,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,4,,,,,,,
uuid:7d2d6501-d131-49c7-95c5-46084b968660,P0762,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,5,,,,,,,
uuid:7e3cabca-18b9-465a-925d-e67c1c3e1185,P0351,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,
uuid:7e887001-c92e-4f3f-b28b-145fe0060b31,P0409,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,
uuid:7eb08db7-0176-4cff-be47-cb583a2dcbf0,P0339,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,
uuid:7f108ce0-45a2-4e69-a2f4-1855baff6cbe,P0434,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,
uuid:7fde5dbb-24bd-4f34-9a1e-04722878ad5b,P0325,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,
uuid:7fe48aed-15d5-408d-a8d4-a4084573c348,P0351,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,
uuid:7fe588db-318c-46e7-8614-a9202d66c6e5,P0325,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,
uuid:80c4fdee-9ec2-4d5f-bfc3-a983778d5021,P0434,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,
uuid:8198f3e2-dd2f-4b7d-8061-e766c7cf8926,P0434,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,
uuid:81fd3957-eaa1-4e7c-92d8-aab00da23b63,P0409,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,
uuid:81560a17-5c43-4c68-a9cb-d51c128ef409,P0434,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,
uuid:826d2ccc-d1cc-4264-ab1d-fe46a02456cd,P0762,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,4,,,,,,,
uuid:82b5da2f-4499-4684-8c2a-6bba6195149e,P0762,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,
uuid:82c93d41-26e3-4fdf-a553-d0f6cebc2245,P0411,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,4,,,,,,,
uuid:83251100-a7a6-412a-b7a2-d25806ec0b78,P0318,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,
uuid:84a46433-71a1-4fd9-9357-a8aff9bd55bb,P0762,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,
uuid:84ad6a14-c219-401d-a541-c022db55a549,P0434,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,
uuid:84b96f73-627c-42f5-93bf-fd72d785ac82,P0762,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,
uuid:84dfbdc0-63e7-4dd3-a8e6-613f5adb7ec9,P0434,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,
uuid:84eef0aa-fab2-48b3-a3d6-f3570bd3b25f,P0409,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,
